Date,Ticker,Open,High,Low,Close,Volume
2023-03-20,LMT,468.22,477.765,465.21,475.7,1515475.0
2023-03-21,LMT,478.87,479.25,471.3,474.76,1069059.0
2023-03-22,LMT,475.44,476.7699,468.32,468.9,1261876.0
2023-03-23,LMT,468.63,470.95,466.5,467.9,1168501.0
2023-03-24,LMT,467.9,475.67,467.1484,474.54,1126060.0
2023-03-27,LMT,477.11,477.56,472.41,473.39,1233024.0
2023-03-28,LMT,474.0,475.61,471.16,471.44,1076126.0
2023-03-29,LMT,471.26,474.3,470.68,474.19,1146490.0
2023-03-30,LMT,474.54,475.8,471.73,473.18,950392.0
2023-03-31,LMT,474.19,475.35,471.03,472.73,1409664.0
2023-04-03,LMT,473.0,487.9004,472.75,486.62,1656866.0
2023-04-04,LMT,485.59,490.63,484.75,488.54,1081320.0
2023-04-05,LMT,488.0,493.825,487.03,489.99,1305943.0
2023-04-06,LMT,491.47,496.975,489.01,490.17,1093500.0
2023-04-10,LMT,491.77,498.415,491.77,496.75,1024500.0
2023-04-11,LMT,496.38,496.75,487.01,487.84,1224239.0
2023-04-12,LMT,482.8,491.25,481.69,488.1,1105640.0
2023-04-13,LMT,486.82,493.51,485.979,492.14,909542.0
2023-04-14,LMT,489.94,491.5,485.11,487.99,843217.0
2023-04-17,LMT,486.57,492.257,486.57,489.64,1287772.0
2023-04-18,LMT,499.0,508.1,498.0,501.41,2561788.0
2023-04-19,LMT,502.0,503.33,493.88,495.16,962227.0
2023-04-20,LMT,495.83,495.83,489.06,490.6,839984.0
2023-04-21,LMT,491.24,491.2834,480.61,482.55,1382714.0
2023-04-24,LMT,482.39,483.53,478.72,480.92,955282.0
2023-04-25,LMT,480.7,480.92,475.56,475.58,839245.0
2023-04-26,LMT,473.95,473.95,459.6,461.62,1571857.0
2023-04-27,LMT,461.85,466.33,461.15,465.0,1491502.0
2023-04-28,LMT,464.82,466.16,462.395,464.45,1040270.0
2023-05-01,LMT,465.04,471.08,464.55,469.43,1524523.0
2023-05-02,LMT,468.38,468.53,457.25,458.89,1105493.0
2023-05-03,LMT,458.2,459.4748,452.69,453.07,1066729.0
2023-05-04,LMT,453.66,454.04,446.21,451.93,962887.0
2023-05-05,LMT,452.69,457.1,452.08,455.54,930634.0
2023-05-08,LMT,456.49,458.3,450.065,450.96,808318.0
2023-05-09,LMT,452.9,453.9099,450.1001,452.04,623917.0
2023-05-10,LMT,452.81,453.29,448.71,453.15,851078.0
2023-05-11,LMT,450.58,452.2195,448.54,450.69,645427.0
2023-05-12,LMT,452.8,453.87,447.8,450.79,696606.0
2023-05-15,LMT,450.79,453.35,449.42,451.92,668310.0
2023-05-16,LMT,452.09,452.44,447.66,447.73,569703.0
2023-05-17,LMT,450.0,458.41,449.94,457.3,1101942.0
2023-05-18,LMT,455.41,456.74,449.4,455.75,1456533.0
2023-05-19,LMT,457.03,458.27,452.86,454.49,804256.0
2023-05-22,LMT,454.0,457.365,451.5903,454.72,628089.0
2023-05-23,LMT,452.11,456.4,450.0,452.63,1027289.0
2023-05-24,LMT,453.24,456.7431,451.18,452.72,858759.0
2023-05-25,LMT,451.5,451.5,439.7,442.83,1205011.0
2023-05-26,LMT,442.86,451.77,442.1,448.45,1135533.0
2023-05-30,LMT,448.08,448.89,444.29,447.97,891340.0
2023-05-31,LMT,444.62,445.93,443.0,444.01,1673757.0
2023-06-01,LMT,445.6,450.78,443.4201,449.67,878677.0
2023-06-02,LMT,452.12,456.355,450.555,454.49,894660.0
2023-06-05,LMT,456.14,456.94,452.48,454.69,873927.0
2023-06-06,LMT,456.52,459.34,454.3944,458.63,816865.0
2023-06-07,LMT,458.12,463.75,455.01,461.75,893317.0
2023-06-08,LMT,462.18,466.42,461.46,464.17,851512.0
2023-06-09,LMT,465.39,465.39,460.39,462.69,713249.0
2023-06-12,LMT,462.79,462.87,458.18,459.87,954660.0
2023-06-13,LMT,456.01,456.9699,445.89,452.37,1486493.0
2023-06-14,LMT,451.41,453.42,448.57,452.55,945891.0
2023-06-15,LMT,454.0,458.5059,453.92,455.95,892547.0
2023-06-16,LMT,457.73,461.77,456.6,459.17,1642807.0
2023-06-20,LMT,459.48,461.89,457.48,458.38,775250.0
2023-06-21,LMT,461.06,467.17,458.01,466.04,907074.0
2023-06-22,LMT,465.52,466.05,461.5,463.43,688681.0
2023-06-23,LMT,463.52,465.42,458.13,459.36,1348206.0
2023-06-26,LMT,455.94,456.16,446.68,452.8,997176.0
2023-06-27,LMT,452.79,455.63,452.42,453.15,671192.0
2023-06-28,LMT,453.58,453.76,447.46,449.66,848995.0
2023-06-29,LMT,449.92,457.53,448.78,457.44,684263.0
2023-06-30,LMT,459.24,462.67,456.79,460.38,982764.0
2023-07-03,LMT,460.0,463.33,457.55,462.58,385446.0
2023-07-05,LMT,461.57,463.3499,458.935,462.76,625509.0
2023-07-06,LMT,463.0,463.0,459.34,461.64,675968.0
2023-07-07,LMT,460.0,461.89,458.1,458.71,642167.0
2023-07-10,LMT,458.5,462.59,458.05,460.38,718374.0
2023-07-11,LMT,461.27,467.1,459.79,466.29,709253.0
2023-07-12,LMT,467.2,467.22,461.12,461.96,1067254.0
2023-07-13,LMT,461.0,467.44,460.33,466.38,821864.0
2023-07-14,LMT,466.0,466.52,462.36,464.31,933202.0
2023-07-17,LMT,466.29,473.9899,465.62,469.97,1890261.0
2023-07-18,LMT,474.37,479.5,454.2841,455.7,3122613.0
2023-07-19,LMT,457.0,459.2832,448.11,451.51,2141500.0
2023-07-20,LMT,452.63,458.2,452.0001,456.01,1354029.0
2023-07-21,LMT,454.81,456.935,453.35,454.76,934414.0
2023-07-24,LMT,456.0,457.945,454.0364,456.8,892433.0
2023-07-25,LMT,452.43,454.76,447.42,454.15,1207812.0
2023-07-26,LMT,454.33,457.05,451.87,452.81,1322292.0
2023-07-27,LMT,451.5,452.42,445.32,448.64,1603778.0
2023-07-28,LMT,448.0,450.65,446.49,449.0,1163175.0
2023-07-31,LMT,449.71,449.71,444.63,446.37,1806448.0
2023-08-01,LMT,447.03,453.12,446.9,451.28,1048012.0
2023-08-02,LMT,451.28,453.13,447.91,448.56,905975.0
2023-08-03,LMT,447.32,450.2,445.98,447.92,1240780.0
2023-08-04,LMT,448.58,450.29,445.31,445.72,846951.0
2023-08-07,LMT,447.32,450.47,446.276,449.78,746803.0
2023-08-08,LMT,449.0,450.51,447.57,449.47,791637.0
2023-08-09,LMT,450.08,454.05,449.99,452.81,1211810.0
2023-08-10,LMT,452.0,453.97,449.26,450.05,688916.0
2023-08-11,LMT,451.18,454.09,450.52,454.05,690706.0
2023-08-14,LMT,454.59,455.61,449.66,450.08,752307.0
2023-08-15,LMT,448.0,450.0,443.28,443.58,725274.0
2023-08-16,LMT,442.86,447.03,442.3,445.13,821965.0
2023-08-17,LMT,446.64,450.22,446.435,446.68,635778.0
2023-08-18,LMT,445.42,455.365,445.38,450.06,1075714.0
2023-08-21,LMT,449.84,453.03,449.0,451.49,573502.0
2023-08-22,LMT,451.74,453.89,450.46,452.94,671893.0
2023-08-23,LMT,454.58,454.89,452.085,454.57,1043311.0
2023-08-24,LMT,453.26,457.67,452.44,452.55,697790.0
2023-08-25,LMT,455.26,455.26,449.06,451.09,785305.0
2023-08-28,LMT,450.81,453.33,450.2701,452.32,641013.0
2023-08-29,LMT,452.32,453.26,444.49,448.4,1053749.0
2023-08-30,LMT,449.44,455.92,448.485,452.41,876092.0
2023-08-31,LMT,450.82,453.62,448.14,448.35,826499.0
2023-09-01,LMT,450.32,451.89,447.78,448.18,668746.0
2023-09-05,LMT,448.0,448.33,445.05,445.19,854110.0
2023-09-06,LMT,440.24,441.34,423.66,423.94,2547965.0
2023-09-07,LMT,424.0,427.775,422.0,425.94,1195778.0
2023-09-08,LMT,426.33,426.44,422.25,423.09,1162522.0
2023-09-11,LMT,422.22,422.725,416.515,420.66,1618480.0
2023-09-12,LMT,419.54,420.1125,415.94,417.83,1307739.0
2023-09-13,LMT,419.82,422.25,418.5801,420.99,971568.0
2023-09-14,LMT,420.73,426.655,420.73,425.89,992409.0
2023-09-15,LMT,423.91,428.88,423.71,424.05,1681583.0
2023-09-18,LMT,427.66,431.45,426.6,429.86,951207.0
2023-09-19,LMT,430.25,431.075,425.06,425.31,862437.0
2023-09-20,LMT,426.95,430.85,426.67,426.95,1044263.0
2023-09-21,LMT,425.73,426.61,417.19,417.54,1669759.0
2023-09-22,LMT,415.94,417.5,413.225,413.65,1453371.0
2023-09-25,LMT,413.23,413.95,411.51,412.9,748376.0
2023-09-26,LMT,410.63,411.27,407.7472,408.75,1107966.0
2023-09-27,LMT,409.18,410.0,405.72,408.72,1317558.0
2023-09-28,LMT,409.9,412.86,408.815,410.96,819809.0
2023-09-29,LMT,410.96,411.4469,407.59,408.96,764063.0
2023-10-02,LMT,408.96,410.9899,405.89,407.82,733257.0
2023-10-03,LMT,407.39,407.5,402.59,403.83,864781.0
2023-10-04,LMT,400.66,402.0,397.105,401.33,1173459.0
2023-10-05,LMT,400.96,401.4299,394.62,397.35,1162794.0
2023-10-06,LMT,395.4,402.415,393.77,400.73,1135594.0
2023-10-09,LMT,428.72,436.6,423.39,436.53,5343747.0
2023-10-10,LMT,441.52,442.62,432.53,435.1,2626166.0
2023-10-11,LMT,434.72,438.8,433.3,436.65,1419534.0
2023-10-12,LMT,438.05,439.09,430.1098,434.14,1122110.0
2023-10-13,LMT,438.53,443.12,434.67,441.06,1520907.0
2023-10-16,LMT,439.42,443.4995,434.39,440.41,1931317.0
2023-10-17,LMT,436.56,452.79,435.13,441.13,3103947.0
2023-10-18,LMT,443.31,447.89,440.2668,446.07,2024122.0
2023-10-19,LMT,443.66,449.67,442.1915,449.18,2012401.0
2023-10-20,LMT,451.37,452.6,444.01,444.17,1715061.0
2023-10-23,LMT,444.21,452.06,443.49,446.16,1496365.0
2023-10-24,LMT,449.13,450.61,440.34,440.9,1367136.0
2023-10-25,LMT,444.34,449.38,443.68,447.69,1228868.0
2023-10-26,LMT,448.01,451.09,443.68,445.97,1432131.0
2023-10-27,LMT,443.42,447.6587,440.235,443.39,1288649.0
2023-10-30,LMT,444.42,446.86,442.8,445.84,948803.0
2023-10-31,LMT,447.3,455.13,445.41,454.64,1418804.0
2023-11-01,LMT,456.33,456.7,451.46,452.38,1267032.0
2023-11-02,LMT,450.75,458.224,450.75,458.04,1242239.0
2023-11-03,LMT,455.11,457.76,451.13,453.34,1365625.0
2023-11-06,LMT,454.84,454.84,450.64,451.16,1440995.0
2023-11-07,LMT,453.16,453.16,449.69,450.15,1220143.0
2023-11-08,LMT,450.15,451.7713,444.03,444.66,1386408.0
2023-11-09,LMT,445.41,445.61,439.6754,442.46,1775623.0
2023-11-10,LMT,444.01,445.83,440.97,444.87,1525619.0
2023-11-13,LMT,445.0,448.57,443.29,445.03,1003947.0
2023-11-14,LMT,443.0,446.73,441.86,444.22,1336811.0
2023-11-15,LMT,443.47,448.01,443.47,445.14,1098462.0
2023-11-16,LMT,445.8,447.67,443.55,445.59,912979.0
2023-11-17,LMT,446.64,447.23,444.22,444.68,898624.0
2023-11-20,LMT,444.03,445.59,440.76,443.81,982113.0
2023-11-21,LMT,445.0,448.57,444.155,448.15,1177877.0
2023-11-22,LMT,447.5,451.7,447.5,450.4,833765.0
2023-11-24,LMT,451.69,452.59,449.74,452.01,326644.0
2023-11-27,LMT,451.86,452.8299,445.43,445.49,1497004.0
2023-11-28,LMT,447.86,450.88,446.0,448.27,1124950.0
2023-11-29,LMT,449.54,449.54,443.91,445.01,1272912.0
2023-11-30,LMT,443.0,447.86,442.51,447.77,1514694.0
2023-12-01,LMT,448.4,450.66,448.15,449.41,856928.0
2023-12-04,LMT,447.37,450.96,446.11,450.69,1265775.0
2023-12-05,LMT,450.29,450.6437,445.9,446.24,1055774.0
2023-12-06,LMT,445.5,450.44,445.5,449.41,864227.0
2023-12-07,LMT,450.42,451.39,446.29,447.11,861191.0
2023-12-08,LMT,448.57,450.53,447.4595,448.02,756776.0
2023-12-11,LMT,451.88,453.26,449.51,451.26,1021581.0
2023-12-12,LMT,451.68,453.75,450.37,451.63,1008242.0
2023-12-13,LMT,452.95,454.19,450.5,451.44,1300265.0
2023-12-14,LMT,450.51,450.87,441.44,445.27,1891203.0
2023-12-15,LMT,441.0,444.545,438.71,441.81,3973469.0
2023-12-18,LMT,442.71,447.26,442.27,446.91,1197385.0
2023-12-19,LMT,447.68,448.59,446.15,447.79,695031.0
2023-12-20,LMT,448.04,448.5499,442.57,442.6,1306864.0
2023-12-21,LMT,444.24,448.1,444.215,448.02,637239.0
2023-12-22,LMT,450.0,451.74,448.11,448.22,623775.0
2023-12-26,LMT,448.15,451.44,447.82,450.18,516985.0
2023-12-27,LMT,448.55,451.0185,448.41,448.97,699955.0
2023-12-28,LMT,448.97,451.825,448.46,451.23,741854.0
2023-12-29,LMT,452.0,453.5,451.148,453.24,832537.0
2024-01-02,LMT,454.3,462.05,454.3,456.12,1206678.0
2024-01-03,LMT,458.79,464.1,457.805,459.12,1174302.0
2024-01-04,LMT,462.31,463.95,457.77,457.87,1087809.0
2024-01-05,LMT,460.04,460.11,453.27,456.5,705324.0
2024-01-08,LMT,454.41,458.69,453.5301,458.6,716216.0
2024-01-09,LMT,458.55,458.61,453.27,456.29,731405.0
2024-01-10,LMT,456.2,459.655,454.78,455.4,666085.0
2024-01-11,LMT,456.56,457.8,449.36,453.13,784784.0
2024-01-12,LMT,457.37,463.38,456.53,463.18,966475.0
2024-01-16,LMT,466.27,466.27,456.36,457.84,814920.0
2024-01-17,LMT,457.67,462.79,455.08,456.47,920830.0
2024-01-18,LMT,456.1,459.98,453.54,459.57,780470.0
2024-01-19,LMT,460.56,460.85,455.96,457.76,866575.0
2024-01-22,LMT,457.59,460.825,455.44,458.76,1216791.0
2024-01-23,LMT,458.59,459.0,433.89,439.67,3613453.0
2024-01-24,LMT,439.52,443.2,431.545,431.65,1768872.0
2024-01-25,LMT,430.0,433.9427,425.75,431.04,1813860.0
2024-01-26,LMT,431.97,433.4226,426.71,429.91,1260544.0
2024-01-29,LMT,431.0,432.03,425.57,428.01,1903320.0
2024-01-30,LMT,431.27,431.85,427.775,431.68,1016375.0
2024-01-31,LMT,432.35,433.72,429.0574,429.41,1120062.0
2024-02-01,LMT,430.23,431.77,426.7,429.77,1175196.0
2024-02-02,LMT,428.14,428.895,424.38,425.97,973880.0
2024-02-05,LMT,424.0,424.37,419.83,421.7,1379621.0
2024-02-06,LMT,421.98,429.02,420.36,426.95,1056643.0
2024-02-07,LMT,426.54,430.29,426.54,430.1,980872.0
2024-02-08,LMT,429.36,429.7516,425.73,427.0,972223.0
2024-02-09,LMT,427.53,427.665,424.47,426.5,1038785.0
2024-02-12,LMT,426.75,430.55,426.0,428.07,1007277.0
2024-02-13,LMT,429.34,431.9,423.24,426.52,1089533.0
2024-02-14,LMT,427.68,428.5,413.92,418.19,2503797.0
2024-02-15,LMT,418.58,423.35,418.58,423.12,1136780.0
2024-02-16,LMT,423.12,425.16,422.54,424.07,805983.0
2024-02-20,LMT,425.19,428.29,423.7701,424.27,1364125.0
2024-02-21,LMT,426.21,428.22,424.37,427.55,970022.0
2024-02-22,LMT,425.09,429.48,423.8325,428.89,1236978.0
2024-02-23,LMT,428.87,431.43,428.2,431.12,842229.0
2024-02-26,LMT,431.5,432.45,426.79,429.18,980642.0
2024-02-27,LMT,428.68,431.23,426.5,430.43,886991.0
2024-02-28,LMT,431.88,435.02,430.8401,432.48,1029529.0
2024-02-29,LMT,429.33,430.75,427.56,428.24,1503319.0
2024-03-01,LMT,427.9,428.91,424.0001,426.46,1059046.0
2024-03-04,LMT,428.57,433.88,426.95,431.94,1271868.0
2024-03-05,LMT,433.74,436.01,429.76,431.98,1038169.0
2024-03-06,LMT,431.98,433.81,430.915,433.48,775393.0
2024-03-07,LMT,434.0,435.58,429.48,429.99,1086001.0
2024-03-08,LMT,428.5,432.98,427.57,432.9,763168.0
2024-03-11,LMT,434.31,436.01,432.6,434.75,950995.0
2024-03-12,LMT,432.92,435.775,432.35,434.91,825086.0
2024-03-13,LMT,435.71,437.79,433.74,434.6,987112.0
2024-03-14,LMT,436.36,437.61,433.3,435.77,1153598.0
2024-03-15,LMT,433.15,438.21,433.15,435.82,5151336.0
2024-03-18,LMT,435.82,436.09,431.68,433.2,965429.0
2024-03-19,LMT,435.25,437.29,433.98,437.19,898856.0
2024-03-20,LMT,437.03,440.958,436.56,440.41,844995.0
2024-03-21,LMT,441.36,443.89,439.3301,443.16,912244.0
2024-03-22,LMT,444.5,446.25,443.67,445.88,1008295.0
2024-03-25,LMT,447.86,448.55,444.813,446.31,775124.0
2024-03-26,LMT,446.5,448.62,445.855,445.99,766716.0
2024-03-27,LMT,447.88,457.11,447.86,456.78,1277694.0
2024-03-28,LMT,456.8,457.11,453.95,454.87,1119541.0
2024-04-01,LMT,454.14,455.36,451.22,452.79,717234.0
2024-04-02,LMT,453.63,455.69,452.56,453.24,837966.0
2024-04-03,LMT,452.92,454.1469,447.59,447.9,758767.0
2024-04-04,LMT,450.26,455.98,447.145,454.04,1398347.0
2024-04-05,LMT,452.41,455.5732,449.85,455.38,892120.0
2024-04-08,LMT,456.0,457.0,452.27,452.38,751180.0
2024-04-09,LMT,448.69,452.06,446.18,447.57,842962.0
2024-04-10,LMT,444.69,452.61,442.835,451.71,1247755.0
2024-04-11,LMT,451.5,453.75,448.945,452.32,942782.0
2024-04-12,LMT,454.11,457.9799,450.11,450.4,1251154.0
2024-04-15,LMT,458.99,459.3001,451.63,453.08,2397025.0
2024-04-16,LMT,454.71,458.85,453.6251,454.31,1426527.0
2024-04-17,LMT,456.71,457.24,451.7301,456.05,835732.0
2024-04-18,LMT,454.84,458.05,454.2675,456.09,617074.0
2024-04-19,LMT,457.8,465.36,457.28,463.87,1277312.0
2024-04-22,LMT,465.23,469.54,460.41,461.33,1792715.0
2024-04-23,LMT,466.11,473.54,457.66,460.08,1750049.0
2024-04-24,LMT,462.7,463.69,456.06,459.14,1002696.0
2024-04-25,LMT,457.95,465.6,457.5263,464.78,919031.0
2024-04-26,LMT,463.9,466.0,459.17,461.29,845423.0
2024-04-29,LMT,461.99,467.65,461.955,467.55,928190.0
2024-04-30,LMT,467.08,467.975,463.615,464.93,696356.0
2024-05-01,LMT,462.61,465.4,460.56,461.73,969717.0
2024-05-02,LMT,461.1,463.6,459.0,463.2,970362.0
2024-05-03,LMT,462.93,462.93,457.1701,461.91,905350.0
2024-05-06,LMT,463.16,463.4999,460.18,462.78,773929.0
2024-05-07,LMT,464.0,466.81,463.16,466.68,685514.0
2024-05-08,LMT,467.5,468.0,463.78,466.16,592602.0
2024-05-09,LMT,466.08,468.76,465.2101,468.39,582141.0
2024-05-10,LMT,469.0,470.62,467.975,468.88,471983.0
2024-05-13,LMT,469.88,472.345,469.5,470.56,570089.0
2024-05-14,LMT,471.11,471.11,466.8,467.18,557666.0
2024-05-15,LMT,466.28,467.4,463.51,464.08,750971.0
2024-05-16,LMT,463.6,468.32,453.0,464.83,1111522.0
2024-05-17,LMT,465.84,467.0,463.15,466.2,640915.0
2024-05-20,LMT,467.77,468.77,464.92,467.08,643767.0
2024-05-21,LMT,468.0,469.12,466.84,468.31,540390.0
2024-05-22,LMT,467.47,469.9,466.78,469.71,530648.0
2024-05-23,LMT,468.09,469.68,466.23,467.08,769013.0
2024-05-24,LMT,467.67,468.66,465.47,467.35,460991.0
2024-05-28,LMT,465.61,466.0,457.25,458.48,1089812.0
2024-05-29,LMT,455.98,456.0,451.8,452.72,1045225.0
2024-05-30,LMT,455.0,462.94,455.0,460.94,1005938.0
2024-05-31,LMT,460.9,470.36,459.49,470.34,1605642.0
2024-06-03,LMT,466.0,470.52,465.01,467.6,742283.0
2024-06-04,LMT,467.51,470.16,466.16,468.89,721052.0
2024-06-05,LMT,468.42,468.85,463.618,465.23,752548.0
2024-06-06,LMT,465.23,469.79,464.35,468.62,655696.0
2024-06-07,LMT,468.81,475.29,468.62,470.13,1021817.0
2024-06-10,LMT,470.75,470.75,465.755,467.46,880623.0
2024-06-11,LMT,465.68,466.5834,462.575,462.8,892611.0
2024-06-12,LMT,462.3,463.23,457.665,459.11,1014653.0
2024-06-13,LMT,458.64,459.75,456.01,458.56,730077.0
2024-06-14,LMT,456.5,458.56,454.44,458.34,678001.0
2024-06-17,LMT,457.75,459.19,456.305,459.01,660693.0
2024-06-18,LMT,459.8,460.7,457.39,460.0,640510.0
2024-06-20,LMT,460.0,467.4899,459.16,466.34,875981.0
2024-06-21,LMT,467.15,469.8,463.65,467.6,3087510.0
2024-06-24,LMT,468.96,475.69,467.82,471.51,878820.0
2024-06-25,LMT,470.82,471.62,466.66,468.07,546977.0
2024-06-26,LMT,467.0,468.1,463.72,466.99,907009.0
2024-06-27,LMT,468.88,468.88,465.305,467.13,863325.0
2024-06-28,LMT,470.05,471.7499,464.87,467.1,3343614.0
2024-07-01,LMT,470.77,471.68,464.76,466.44,547180.0
2024-07-02,LMT,465.6,466.67,464.0201,465.7,486512.0
2024-07-03,LMT,465.49,466.47,464.1298,466.03,306441.0
2024-07-05,LMT,464.98,465.0,459.69,462.16,612088.0
2024-07-08,LMT,462.68,464.57,461.12,461.76,437110.0
2024-07-09,LMT,461.7,462.6199,459.76,460.3,522807.0
2024-07-10,LMT,460.37,461.39,457.25,461.01,636983.0
2024-07-11,LMT,459.92,465.77,456.11,460.38,1121006.0
2024-07-12,LMT,462.36,464.9,459.53,463.73,559358.0
2024-07-15,LMT,466.71,467.25,462.78,463.88,519857.0
2024-07-16,LMT,463.75,469.19,463.75,468.58,721378.0
2024-07-17,LMT,470.0,476.775,469.7045,476.07,1014067.0
2024-07-18,LMT,474.5,480.86,473.015,476.0,937758.0
2024-07-19,LMT,479.54,479.54,472.8143,474.92,867806.0
2024-07-22,LMT,475.0,476.13,472.85,474.59,856130.0
2024-07-23,LMT,488.84,501.77,482.86,501.29,2463096.0
2024-07-24,LMT,505.0,519.59,501.41,515.2,2558179.0
